"Hogar","Factor","Comuna","Personas","Vehículos","BicicletasAdulto","BicicletasNino","IngresoHogar","Hombres","Mujeres","LicenciasdeConducir","PasesEscolares","Trabajadores","Estudiantes","Jubilados","DuenosdeCasa","Desempleados","Otros","Niños","Jovenes","AdultoJovenes","Adultos","AdultoMayores","Discapacidad","ViajesTrabajo","ViajesEstudio","ViajesOtro"
"1781","110.07077026367","MAIPU","3","0","0","0","340078","2","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","2","2","4"
"1782","151.05439758301","PEDRO AGUIRRE CERDA","1","0","0","0","200000","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","4"
"1783","46.068359375","MELIPILLA","3","0","1","0","598970","1","2","0","1","2","1","0","0","0","0","0","1","0","2","0","0","2","2","2"
"1784","86.235572814941","BUIN","4","0","1","0","368751","1","3","0","0","1","1","0","1","0","1","1","1","0","2","0","0","2","2","12"
"1785","69.990791320801","ESTACION CENTRAL","4","0","1","1","1022074","2","2","0","0","3","1","0","0","0","0","0","1","0","2","1","0","2","2","0"
"1786","201.00093078613","LAS CONDES","5","2","3","0","1638954","2","3","3","1","3","2","0","0","0","0","0","1","1","3","0","0","7","3","3"
"1787","312.96673583984","SAN JOAQUIN","5","0","0","0","227238","3","2","1","1","0","2","1","1","1","0","0","1","1","2","1","0","0","4","6"
"1788","153.51989746094","ESTACION CENTRAL","2","0","0","0","336068","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","8"
"1789","53.759811401367","COLINA","6","0","2","1","445555","2","4","0","0","1","2","0","2","0","1","2","1","1","2","0","0","2","4","10"
"1790","73.56063079834","SAN JOAQUIN","2","0","0","0","200000","0","2","0","0","1","1","0","0","0","0","0","0","1","1","0","0","2","2","3"
"1791","149.53680419922","TALAGANTE","7","1","0","0","750000","5","2","1","1","3","2","0","1","1","0","0","2","1","4","0","0","5","4","0"
"1792","75.550720214844","PEÑALOLEN","4","1","0","0","495504","2","2","1","2","1","2","0","1","0","0","0","1","1","2","0","0","1","4","11"
"1793","202.65327453613","SANTIAGO","3","1","0","0","2583461","1","2","2","1","2","1","0","1","0","0","0","1","0","2","0","0","2","0","0"
"1794","38.334903717041","MELIPILLA","4","0","1","1","200000","1","3","0","1","1","2","0","1","0","0","0","1","1","2","0","0","2","2","6"
"1795","74.820358276367","LA FLORIDA","2","1","1","0","636977","1","1","2","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","2"
"1796","189.03102111816","SANTIAGO","3","1","0","0","744042","1","2","1","2","1","2","0","0","0","0","0","1","0","1","1","0","2","4","0"
"1797","440.22463989258","SANTIAGO","6","1","2","0","1389461","2","4","3","2","2","2","0","2","0","0","0","0","1","3","2","0","4","4","2"
"1798","102.24184417725","SANTIAGO","1","0","1","0","488612","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"1799","91.342308044434","PUENTE ALTO","3","0","0","0","89551","2","1","1","0","0","1","0","1","0","1","0","1","0","2","0","1","0","0","6"
"1800","80.802040100098","LAS CONDES","2","1","0","0","7802756","1","1","1","1","1","1","0","0","0","0","0","1","0","1","0","0","2","2","1"
"1801","68.741729736328","LA PINTANA","5","0","0","2","195000","3","2","0","0","1","2","0","1","0","1","2","1","0","2","0","0","2","2","8"
"1802","97.141372680664","LA FLORIDA","5","0","1","1","1432075","4","1","3","2","3","3","0","1","0","0","0","1","1","3","0","0","4","0","4"
"1803","81.718887329102","PUENTE ALTO","5","0","0","0","670478","4","1","0","1","2","1","0","1","1","0","0","0","0","5","0","0","4","2","2"
"1804","192.13157653809","LA REINA","2","2","1","0","590427","1","1","2","0","1","0","0","1","0","1","0","0","0","2","0","0","0","0","8"
"1805","73.918548583984","CONCHALI","2","0","0","0","270000","1","1","0","0","0","0","0","0","0","2","0","0","0","2","0","1","0","0","2"
"1806","99.012825012207","SAN JOAQUIN","4","0","1","0","674340","1","3","0","0","2","0","1","1","0","0","0","0","0","3","1","0","4","0","7"
"1807","79.250747680664","LA FLORIDA","5","0","0","1","550000","3","2","1","0","2","1","0","0","1","1","1","1","1","2","0","0","2","2","2"
"1808","154.27464294434","CERRILLOS","4","0","3","0","450000","2","2","0","0","2","0","1","0","1","0","0","0","0","2","2","2","4","0","2"
"1809","206.53465270996","QUILICURA","8","0","2","0","1189139","3","5","0","1","2","1","2","1","0","2","1","1","0","4","2","2","4","2","4"
"1810","221.85879516602","LA FLORIDA","3","2","0","0","681184","1","2","2","0","1","1","0","1","0","0","0","1","0","2","0","0","6","1","7"
"1811","121.13363647461","PADRE HURTADO","1","0","1","0","68642","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0"
"1812","61.934619903565","MAIPU","5","1","1","0","1026424","4","1","1","2","3","2","0","1","0","0","0","1","1","3","0","0","3","4","7"
"1813","54.24348449707","PUENTE ALTO","4","1","1","0","1250000","3","1","1","0","3","1","0","0","0","0","0","1","0","3","0","0","2","2","3"
"1814","89.069259643555","SAN BERNARDO","4","0","1","0","69987","0","4","1","0","0","0","0","2","1","1","0","0","1","3","0","0","0","0","8"
"1815","119.30556488037","ÑUÑOA","2","0","0","0","316457","1","1","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","2"
"1816","93.160011291504","QUILICURA","2","0","0","0","164597","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","1","0","0","2"
"1817","119.29415893555","LO PRADO","2","0","0","0","250000","1","1","0","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","3"
"1818","64.566764831543","MAIPU","3","0","1","0","106965","2","1","1","1","0","2","0","1","0","0","0","2","0","1","0","0","0","0","6"
"1819","89.929412841797","QUINTA NORMAL","3","0","3","0","617383","0","3","1","1","0","1","1","1","0","0","0","0","0","3","0","1","0","2","4"
"1820","182.13232421875","PUENTE ALTO","1","0","0","0","82097","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"1821","54.786785125732","PUENTE ALTO","5","1","0","1","541956","2","3","1","0","2","1","0","1","0","1","1","1","0","3","0","0","0","2","4"
"1822","142.58811950684","MAIPU","2","0","0","0","201699","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","2","0","0"
"1823","181.83792114258","SANTIAGO","2","1","0","0","948429","1","1","2","0","2","0","0","1","0","0","0","0","0","2","0","0","2","0","4"
"1824","236.74700927734","LA FLORIDA","7","1","3","0","2517408","4","3","7","0","5","0","1","1","0","1","0","0","0","5","2","1","10","0","0"
"1825","89.691497802734","SAN BERNARDO","2","0","0","0","79444","1","1","0","0","1","1","0","1","0","0","0","0","1","0","1","0","2","0","2"
"1826","152.98429870606","LAS CONDES","3","2","0","0","1783072","1","2","3","0","1","0","2","3","0","0","0","0","0","1","2","0","0","0","10"
"1827","69.352577209473","PUENTE ALTO","4","0","0","0","180000","1","3","1","1","1","2","0","1","0","0","0","2","0","2","0","0","2","4","2"
"1828","101.54786682129","PUENTE ALTO","3","0","1","0","87943","1","2","0","0","0","2","0","1","0","0","1","1","0","1","0","0","0","4","2"
"1829","186.75180053711","CERRILLOS","2","0","0","0","150000","1","1","0","0","0","0","1","1","0","1","0","0","0","1","1","1","0","0","4"
"1830","112.60111999512","LO PRADO","1","0","1","0","250000","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","2","0","0"
"1831","60.862682342529","CONCHALI","5","0","0","0","345000","0","5","0","0","1","1","1","1","0","1","0","1","0","4","0","0","2","2","2"
"1832","101.66013336182","PEÑALOLEN","4","0","2","0","1161965","3","1","0","1","3","0","1","0","0","0","0","0","0","4","0","1","4","0","0"
"1833","109.2149810791","RENCA","5","0","0","0","550924","2","3","0","0","2","2","0","1","0","0","0","2","0","3","0","0","4","4","2"
"1834","99.725189208984","LAS CONDES","1","0","1","0","391636","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1"
"1835","239.31237792969","LA REINA","6","3","1","0","5388793","2","4","4","1","3","3","0","1","0","0","0","0","1","4","1","0","0","3","26"
"1836","112.39046478272","SAN RAMON","5","0","0","0","550000","1","4","0","0","2","1","0","1","0","1","1","1","0","3","0","1","4","2","8"
"1837","336.24914550781","LAS CONDES","4","2","2","1","800000","2","2","2","1","1","1","0","1","1","1","0","1","0","2","1","0","2","2","6"
"1838","68.861030578613","MAIPU","4","0","0","0","531374","2","2","0","2","2","2","0","0","0","0","0","1","1","2","0","0","4","0","0"
"1839","41.060359954834","LAS CONDES","1","1","0","0","1041465","0","1","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","4"
"1840","37.148307800293","LAS CONDES","2","1","1","0","721051","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","1","0","0","2"
"1841","139.51679992676","QUINTA NORMAL","2","1","3","0","314430","1","1","1","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","2"
"1842","40.171035766602","SAN BERNARDO","4","1","0","2","753164","2","2","1","0","1","2","0","1","0","0","0","2","0","2","0","0","2","4","6"
"1843","104.83330535889","LA FLORIDA","5","0","1","0","306644","2","3","0","2","1","3","0","1","0","0","0","3","1","1","0","0","2","6","4"
"1844","219.2645111084","PEÑAFLOR","2","1","0","0","247682","1","1","1","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","2"
"1845","73.774078369141","LA FLORIDA","4","1","0","0","1061732","1","3","1","1","2","1","0","1","0","0","0","0","0","2","2","0","0","0","10"
"1846","100.11514282227","SANTIAGO","2","0","0","0","357912","1","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","2","0","2"
"1847","115.71760559082","LAMPA","6","0","2","1","1905065","3","3","0","2","5","3","0","0","0","0","0","1","1","3","1","0","11","6","8"
"1848","121.07312011719","SAN JOAQUIN","4","0","2","1","903513","3","1","0","1","3","1","0","0","0","0","0","1","2","1","0","0","4","2","2"
"1849","48.668224334717","PUDAHUEL","3","1","0","0","1080000","1","2","2","0","2","0","0","0","0","1","1","0","0","2","0","0","4","0","5"
"1850","201.3653717041","SAN BERNARDO","4","3","2","0","2320683","2","2","4","0","4","0","0","0","0","0","0","0","0","4","0","0","5","0","2"
"1851","167.77400207519","MAIPU","7","0","0","0","1083165","2","5","0","0","3","0","0","2","0","2","2","0","0","5","0","0","6","0","14"
"1852","158.14900207519","SANTIAGO","4","1","0","0","552709","3","1","1","0","1","0","0","1","0","2","2","0","1","1","0","2","2","0","2"
"1853","279.44396972656","SANTIAGO","1","0","1","0","269724","0","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","2","0"
"1854","316.45846557617","VITACURA","4","2","1","0","1624255","2","2","1","1","1","1","2","0","0","0","0","0","1","1","2","2","1","0","17"
"1855","72.266227722168","LA PINTANA","4","0","0","1","180000","2","2","0","0","1","2","0","0","1","0","1","1","0","2","0","0","2","0","0"
"1856","90.94792175293","PUENTE ALTO","8","1","0","1","964000","2","6","2","0","3","3","1","1","1","0","0","3","0","4","1","0","4","6","2"
"1857","139.84518432617","PEDRO AGUIRRE CERDA","2","1","0","0","354095","1","1","0","0","2","0","1","1","0","0","0","0","0","1","1","0","4","0","0"
"1858","191.50665283203","QUINTA NORMAL","5","0","0","0","448631","2","3","0","1","2","1","0","1","0","1","1","0","1","3","0","0","4","2","4"
"1859","87.887977600098","SAN MIGUEL","5","0","1","2","560000","3","2","0","2","2","3","0","0","0","0","0","3","0","2","0","0","4","0","2"
"1860","119.96771240234","MAIPU","9","1","0","0","1438536","5","4","1","1","5","3","0","1","0","0","0","3","0","6","0","0","10","6","2"
"1861","235.77764892578","LA PINTANA","1","0","0","0","157638","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","2"
"1862","37.285057067871","VITACURA","2","1","0","0","476309","1","1","1","1","1","1","0","0","0","0","0","0","0","2","0","0","5","2","0"
"1863","63.373317718506","PEÑALOLEN","4","1","0","0","470858","2","2","1","2","1","3","0","0","0","0","0","3","0","1","0","0","0","6","4"
"1864","52.583576202393","CERRILLOS","2","0","1","0","180000","1","1","0","0","0","0","2","0","0","0","0","0","0","1","1","2","0","0","4"
"1865","109.3547668457","PROVIDENCIA","1","1","0","0","700000","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"1866","229.40814208984","VITACURA","5","2","1","0","1248151","1","4","3","3","2","2","0","1","0","0","0","0","1","4","0","0","4","4","2"
"1867","278.00930786133","MAIPU","1","0","0","0","108359","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","2"
"1868","157.97003173828","MAIPU","3","0","1","0","599310","2","1","0","1","2","1","0","0","0","0","0","0","0","3","0","0","4","2","0"
"1869","81.435943603516","PUDAHUEL","4","0","0","0","400000","3","1","0","0","1","1","0","1","0","1","1","1","0","2","0","0","2","0","6"
"1870","157.21932983398","MAIPU","7","0","1","0","1072618","1","6","0","0","3","3","0","1","0","1","2","1","1","2","1","0","5","0","0"
"1871","106.44216918945","SANTIAGO","2","0","0","0","120000","1","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","6"
"1872","266.25009155273","ESTACION CENTRAL","5","2","2","0","710603","2","3","3","2","2","2","0","1","0","0","0","0","1","4","0","0","4","4","0"
"1873","27.385883331299","COLINA","5","0","0","0","400000","4","1","0","2","1","3","0","1","0","0","0","2","1","2","0","0","2","6","2"
"1874","99.142768859863","PUENTE ALTO","3","0","2","0","990355","2","1","1","0","1","0","2","0","0","0","0","0","0","3","0","0","2","0","2"
"1875","119.13584136963","SANTIAGO","4","0","3","0","1545364","2","2","0","1","2","0","1","0","0","1","0","0","0","3","1","0","4","0","4"
"1876","101.53426361084","LA FLORIDA","2","1","0","0","1217139","1","1","1","0","2","0","0","0","0","0","0","0","0","2","0","0","4","0","0"
"1877","220.44157409668","PUENTE ALTO","2","2","0","0","166409","0","2","2","1","0","1","0","1","0","0","0","0","0","2","0","0","0","2","3"
"1878","246.99833679199","QUILICURA","1","0","0","0","236548","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"1879","174.48442077637","PEÑAFLOR","2","1","0","0","234976","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","2"
"1880","84.855812072754","SAN RAMON","6","0","1","1","430000","2","4","0","0","3","2","0","0","0","1","0","3","0","3","0","0","10","4","1"
"1881","74.49674987793","MAIPU","4","0","0","0","571024","2","2","0","1","2","1","0","1","0","0","0","1","1","2","0","0","4","2","2"
"1882","102.94444274902","PUENTE ALTO","2","1","1","0","200000","1","1","1","1","1","0","0","1","0","0","0","0","0","1","1","0","2","0","2"
"1883","62.089775085449","MAIPU","5","1","1","0","1113183","2","3","1","1","3","2","0","0","0","0","0","2","0","3","0","0","4","4","0"
"1884","47.759708404541","VITACURA","2","1","0","0","662759","1","1","2","0","0","0","2","0","0","2","0","0","0","0","2","0","2","0","2"
"1885","270.51608276367","BUIN","5","3","2","1","1200000","2","3","0","0","2","0","0","0","0","3","0","0","1","4","0","0","4","0","0"
"1886","286.20593261719","ESTACION CENTRAL","1","1","0","0","158660","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2"
"1887","63.800220489502","MAIPU","4","1","0","0","800000","2","2","1","1","3","0","0","0","0","1","0","1","0","3","0","0","6","0","2"
"1888","103.63022613525","LA PINTANA","4","1","1","0","260000","2","2","1","0","1","1","0","1","0","1","1","1","0","2","0","0","2","0","6"
"1889","76.894485473633","PEÑALOLEN","4","1","2","0","1424777","2","2","2","2","3","1","0","0","0","0","0","0","1","3","0","0","6","2","0"
"1890","72.974403381348","MAIPU","5","0","0","0","216136","0","5","0","2","1","2","0","1","1","0","0","2","1","2","0","0","0","2","8"
"1891","142.53503417969","SANTIAGO","3","0","0","0","373608","1","2","0","1","2","1","0","0","0","0","0","1","0","2","0","0","2","2","0"
"1892","101.67362976074","LA FLORIDA","2","0","0","0","562323","1","1","2","0","1","0","1","0","0","1","0","0","0","1","1","0","2","0","4"
"1893","185.59216308594","PEÑALOLEN","7","0","0","1","150000","2","5","0","2","0","1","2","1","1","2","0","1","3","1","2","2","0","2","2"
"1894","143.09674072266","LA CISTERNA","6","1","1","0","938905","4","2","2","1","3","1","0","1","0","1","1","1","1","3","0","0","6","2","4"
"1895","81.166130065918","MAIPU","5","0","0","0","328191","2","3","0","2","1","2","0","2","0","0","0","2","0","2","1","0","2","4","2"
"1896","84.140014648438","CALERA DE TANGO","3","0","0","0","200000","0","3","0","2","1","2","0","0","0","0","0","1","1","1","0","0","2","4","0"
"1897","117.98004150391","PUDAHUEL","2","0","0","0","225000","0","2","0","0","1","0","1","0","0","0","0","0","0","2","0","1","0","0","8"
"1898","104.87400817871","LO ESPEJO","2","0","0","0","425955","1","1","0","0","1","0","1","1","0","0","0","0","0","1","1","0","2","0","4"
"1899","286.16036987305","LAS CONDES","3","2","0","0","1067112","1","2","3","0","1","0","2","0","0","0","0","0","0","2","1","0","2","0","7"
"1900","79.419136047363","LA FLORIDA","3","1","0","0","843523","1","2","2","1","1","1","0","1","0","0","0","0","1","2","0","0","0","0","2"
"1901","69.927261352539","EL BOSQUE","4","0","1","0","502784","2","2","0","0","1","1","0","1","0","1","1","1","0","2","0","0","2","2","2"
"1902","46.642848968506","EL MONTE","2","1","1","0","180979","1","1","1","0","0","0","1","1","0","0","0","0","0","0","2","1","0","0","4"
"1903","76.376281738281","LO BARNECHEA","4","1","2","0","848699","3","1","2","1","3","1","0","0","0","0","0","0","2","2","0","0","7","2","1"
"1904","173.93165588379","PUDAHUEL","4","2","1","0","294880","3","1","1","0","1","1","0","1","0","1","2","0","0","2","0","0","2","2","2"
"1905","58.807510375977","COLINA","3","0","0","0","350000","1","2","0","0","1","0","0","1","0","1","1","0","0","2","0","0","2","0","4"
"1906","101.54786682129","PUENTE ALTO","3","0","1","0","500584","0","3","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","2","4"
"1907","74.510391235352","PUENTE ALTO","4","0","1","2","900000","3","1","0","1","2","2","0","0","0","0","0","2","0","2","0","0","2","0","0"
"1908","195.84469604492","ESTACION CENTRAL","1","0","0","0","120000","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","2"
"1909","74.510391235352","PUENTE ALTO","4","0","0","1","488167","1","3","1","1","2","2","0","0","0","0","0","2","0","2","0","0","3","0","0"
"1910","62.561912536621","RENCA","5","0","0","1","350000","3","2","0","1","1","2","0","1","0","1","1","2","0","2","0","0","2","2","4"
"1911","172.69914245606","PEÑALOLEN","5","3","2","1","563431","3","2","3","2","1","3","0","1","0","0","0","1","1","2","1","0","2","4","6"
"1912","125.32805633545","PUENTE ALTO","2","0","0","0","360000","1","1","0","1","0","0","2","1","0","1","0","0","0","0","2","1","0","0","2"
"1913","122.03787231445","PUDAHUEL","3","0","0","0","702338","2","1","0","0","1","0","2","0","0","0","0","0","0","1","2","1","2","0","2"
"1914","129.27941894531","PUDAHUEL","5","0","0","0","100000","4","1","1","1","1","3","0","0","0","1","1","3","0","1","0","0","0","6","8"
"1915","102.56314086914","MAIPU","3","0","1","0","54225","0","3","0","0","1","0","0","1","1","0","0","0","1","1","1","1","2","0","2"
"1916","75.579498291016","SAN BERNARDO","3","1","0","0","663078","1","2","2","1","2","1","0","0","0","0","0","0","1","2","0","0","4","2","0"
"1917","113.26126098633","PEÑALOLEN","4","1","1","1","1386744","3","1","1","1","3","1","0","0","0","0","0","1","1","2","0","0","6","2","2"
"1918","95.126495361328","MACUL","2","1","0","0","233109","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","3","0","0"
"1919","124.34017944336","PUENTE ALTO","2","0","0","0","401415","0","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","3","0","2"
"1920","60.773391723633","INDEPENDENCIA","5","0","2","1","534134","3","2","0","2","1","2","0","0","1","1","1","2","0","2","0","0","0","4","4"
"1921","94.80419921875","MAIPU","3","0","0","0","616446","1","2","0","1","1","1","0","0","0","1","1","0","0","2","0","0","2","2","0"
"1922","238.87306213379","VITACURA","5","0","1","0","1237449","2","3","2","2","1","2","1","1","0","0","0","2","0","1","2","2","2","4","0"
"1923","47.957489013672","MELIPILLA","3","0","0","0","91026","1","2","0","1","0","1","0","1","1","0","0","1","0","2","0","0","0","2","2"
"1924","127.81970977783","ÑUÑOA","2","0","0","0","442470","1","1","1","0","1","0","1","0","0","1","0","0","0","1","1","0","2","0","2"
"1925","54.45231628418","MAIPU","5","0","0","0","306882","1","4","0","1","1","1","0","1","0","2","1","2","0","2","0","0","2","2","0"
